Hourly measurement data from Defra on,19/03/2025
Site Name,London Bloomsbury
Site Type, Urban Background
Region, Greater London
Latitude, 51.52229
Longitude, -0.125889
Notes:, [1] All Data GMT hour ending;  [2] Some shorthand is used, V = Verified, P = Provisionally Verified, N = Not Verified, S = Suspect, [3] Unit of measurement (for pollutants) = ugm-3
Date,PM10 particulate matter (Hourly measured),Status
2024-06-07,13.58125,V
2024-06-08,7.941666666666666666666666667,V
2024-06-09,8.308333333333333333333333333,V
2024-06-10,6.8802083333333333333333333333,V
2024-06-11,2.3166666666666666666666666667,V
2024-06-12,10.4875,V
2024-06-13,11.326041666666666666666666667,V
2024-06-14,7.4177083333333333333333333333,V
2024-06-15,8.208333333333333333333333333,V
2024-06-16,9.90625,V
2024-06-17,7.575,V
2024-06-18,10.461458333333333333333333333,V
2024-06-19,9.558333333333333333333333333,V
2024-06-20,10.34375,V
2024-06-21,11.76875,V
2024-06-22,6.9270833333333333333333333333,V
2024-06-23,7.4635416666666666666666666667,V
2024-06-24,9.277083333333333333333333333,V
2024-06-25,12.919791666666666666666666667,V
2024-06-26,17.917708333333333333333333333,V
2024-06-27,16.664583333333333333333333333,V
2024-06-28,12.377083333333333333333333333,V
2024-06-29,11.792708333333333333333333333,V
2024-06-30,8.177083333333333333333333333,V
2024-07-01,11.529166666666666666666666667,V
2024-07-02,10.400,V
2024-07-03,9.678125,V
2024-07-04,13.302083333333333333333333333,V
2024-07-05,6.8791666666666666666666666667,V
2024-07-06,3.9822916666666666666666666667,V
2024-07-07,6.9041666666666666666666666667,V
2024-07-08,6.6260416666666666666666666667,V
2024-07-09,7.963541666666666666666666667,V
2024-07-10,6.2177083333333333333333333333,V
2024-07-11,8.040625,V
2024-07-12,9.689583333333333333333333333,V
2024-07-13,6.7114583333333333333333333333,V
2024-07-14,6.7822916666666666666666666667,V
2024-07-15,10.076041666666666666666666667,V
2024-07-16,7.4052083333333333333333333333,V
2024-07-17,8.773958333333333333333333333,V
2024-07-18,11.7125,V
2024-07-19,17.523958333333333333333333333,V
2024-07-20,7.61875,V
2024-07-21,5.2520833333333333333333333333,V
2024-07-22,8.375,V
2024-07-23,7.471875,V
2024-07-24,9.939583333333333333333333333,V
2024-07-25,5.9854166666666666666666666667,V
2024-07-26,10.223958333333333333333333333,V
2024-07-27,8.345833333333333333333333333,V
2024-07-28,8.986458333333333333333333333,V
2024-07-29,14.147916666666666666666666667,V
2024-07-30,20.4875,V
2024-07-31,18.691666666666666666666666667,V
2024-08-01,17.389583333333333333333333333,V
2024-08-02,19.045833333333333333333333333,V
2024-08-03,10.769791666666666666666666667,V
2024-08-04,10.158333333333333333333333333,V
2024-08-05,10.730208333333333333333333333,V
2024-08-06,8.855208333333333333333333333,V
2024-08-07,10.940625,V
2024-08-08,12.141666666666666666666666667,V
2024-08-09,8.372916666666666666666666667,V
2024-08-10,10.802083333333333333333333333,V
2024-08-11,10.369791666666666666666666667,V
2024-08-12,15.921875,V
2024-08-13,10.717041666666666666666666667,V
2024-08-14,10.700,V
2024-08-15,10.390625,V
2024-08-16,8.366666666666666666666666667,V
2024-08-17,9.907291666666666666666666667,V
2024-08-18,12.372916666666666666666666667,V
2024-08-19,26.334375,V
2024-08-20,10.367708333333333333333333333,V
2024-08-21,12.99375,V
2024-08-22,10.372916666666666666666666667,V
2024-08-23,9.0125,V
2024-08-24,7.850,V
2024-08-25,9.864583333333333333333333333,V
2024-08-26,14.114583333333333333333333333,V
2024-08-27,13.1375,V
2024-08-28,18.173958333333333333333333333,V
2024-08-29,3.2559166666666666666666666667,V
2024-08-30,20.875,V
2024-08-31,20.002083333333333333333333333,V
2024-09-01,23.134375,V
2024-09-02,12.93125,V
2024-09-03,7.0729166666666666666666666667,V
2024-09-04,11.104166666666666666666666667,V
2024-09-05,15.839583333333333333333333333,V
2024-09-06,20.211458333333333333333333333,V
2024-09-07,15.327083333333333333333333333,V
2024-09-08,8.978125,V
2024-09-09,12.100,V
2024-09-10,12.719791666666666666666666667,V
2024-09-11,7.3479166666666666666666666667,V
2024-09-12,5.81875,V
2024-09-13,7.9104166666666666666666666667,V
2024-09-14,11.257291666666666666666666667,V
2024-09-15,7.0125,V
2024-09-16,9.19375,V
2024-09-17,9.808333333333333333333333333,V
2024-09-18,22.439583333333333333333333333,V
2024-09-19,40.492708333333333333333333333,V
2024-09-20,42.0625,V
2024-09-21,34.377083333333333333333333333,V
2024-09-22,21.296875,V
2024-09-23,9.897916666666666666666666667,V
2024-09-24,10.032291666666666666666666667,V
2024-09-25,8.930208333333333333333333333,V
2024-09-26,8.910416666666666666666666667,V
2024-09-27,7.625,V
2024-09-28,8.00625,V
2024-09-29,8.554166666666666666666666667,V
2024-09-30,4.0572916666666666666666666667,V
2024-10-01,5.4833333333333333333333333333,V
2024-10-02,8.439583333333333333333333333,V
2024-10-03,13.083333333333333333333333333,V
2024-10-04,12.4875,V
2024-10-05,13.148958333333333333333333333,V
2024-10-06,9.379166666666666666666666667,V
2024-10-07,11.492708333333333333333333333,V
2024-10-08,11.113541666666666666666666667,V
2024-10-09,6.8072916666666666666666666667,V
2024-10-10,10.926041666666666666666666667,V
2024-10-11,12.319791666666666666666666667,V
2024-10-12,8.044791666666666666666666667,V
2024-10-13,10.461458333333333333333333333,V
2024-10-14,12.332291666666666666666666667,V
2024-10-15,25.346875,V
2024-10-16,22.611458333333333333333333333,V
2024-10-17,14.248958333333333333333333333,V
2024-10-18,17.204166666666666666666666667,V
2024-10-19,12.400,V
2024-10-20,17.361458333333333333333333333,V
2024-10-21,24.422916666666666666666666667,V
2024-10-22,15.188541666666666666666666667,V
2024-10-23,14.694791666666666666666666667,V
2024-10-24,14.479166666666666666666666667,V
2024-10-25,19.33125,V
2024-10-26,17.730208333333333333333333333,V
2024-10-27,12.263,V
2024-10-28,10.26875,V
2024-10-29,11.269791666666666666666666667,V
2024-10-30,14.258333333333333333333333333,V
2024-10-31,20.357291666666666666666666667,V
2024-11-01,19.694791666666666666666666667,V
2024-11-02,10.225,V
2024-11-03,17.936458333333333333333333333,V
2024-11-04,26.642708333333333333333333333,V
2024-11-05,38.283333333333333333333333333,V
2024-11-06,33.4375,V
2024-11-07,28.939583333333333333333333333,V
2024-11-08,28.215625,V
2024-11-09,25.265625,V
2024-11-10,27.491666666666666666666666667,V
2024-11-11,16.964583333333333333333333333,V
2024-11-12,-40.948958333333333333333333333,V
2024-11-13,no data,V
2024-11-14,no data,V
2024-11-15,no data,V
2024-11-16,no data,V
2024-11-17,no data,V
2024-11-18,no data,V
2024-11-19,no data,V
2024-11-20,no data,V
2024-11-21,no data,V
2024-11-22,no data,V
2024-11-23,no data,V
2024-11-24,no data,V
2024-11-25,no data,V
2024-11-26,no data,V
2024-11-27,no data,V
2024-11-28,no data,V
2024-11-29,no data,V
2024-11-30,no data,V
2024-12-01,no data,V
2024-12-02,-58.557291666666666666666666667,V
2024-12-03,14.001041666666666666666666667,V
2024-12-04,13.517708333333333333333333333,V
2024-12-05,5.4135416666666666666666666667,V
2024-12-06,14.380208333333333333333333333,V
2024-12-07,4.650,V
2024-12-08,5.0510416666666666666666666667,V
2024-12-09,10.892708333333333333333333333,V
2024-12-10,9.651041666666666666666666667,V
2024-12-11,9.88125,V
2024-12-12,8.065625,V
2024-12-13,17.980208333333333333333333333,V
2024-12-14,11.642708333333333333333333333,V
2024-12-15,4.4375,V
2024-12-16,5.2083333333333333333333333333,V
2024-12-17,9.435416666666666666666666667,V
2024-12-18,9.057291666666666666666666667,V
2024-12-19,6.6916666666666666666666666667,V
2024-12-20,9.647916666666666666666666667,V
2024-12-21,12.335416666666666666666666667,V
2024-12-22,13.508333333333333333333333333,V
2024-12-23,17.101041666666666666666666667,V
2024-12-24,10.092708333333333333333333333,V
2024-12-25,8.541666666666666666666666667,V
2024-12-26,11.439583333333333333333333333,V
2024-12-27,14.441666666666666666666666667,V
2024-12-28,9.2625,V
2024-12-29,7.0489583333333333333333333333,V
2024-12-30,4.5677083333333333333333333333,V
2024-12-31,8.573958333333333333333333333,V
